campaign_id,campaign_name,platform,post_type,post_date,post_time,content_theme,target_audience,boosted_post,spend_usd,reach,impressions,engagements,clicks,conversions,conversion_value_usd,cpc_usd,ctr,engagement_rate,hashtag_count,emoji_count,word_count,sentiment_score,video_length_seconds
CMP1004,Fall Campaign 2025,LinkedIn,Carousel,5/2/2024,17:45,Promotion,"Professionals (25-54, B2B)",TRUE,29.09,8437,11155,517,268,47,2767.7,0.11,0.024,0.0613,10,5,24,0,0
CMP1004,Back to School Campaign 2024,TikTok,Video,5/19/2024,22:00,User Testimonial,"Gen X (35-50, Mixed)",TRUE,28.31,7242,10658,243,76,5,440.9,0.37,0.0071,0.0336,15,10,48,0.3,75
CMP1004,Holiday Campaign 2025,X,Carousel,5/24/2024,21:30,Lifestyle,"Parents (30-45, Suburban)",FALSE,4.67,7530,9085,380,231,34,4180.58,0.02,0.0254,0.0505,14,10,47,0.21,0
CMP1004,Spring Campaign 2025,Instagram,Image,5/10/2024,11:00,User Testimonial,"Millennials (25-34, Suburban)",TRUE,62.64,6423,9713,192,132,19,1294.51,0.47,0.0136,0.0299,8,2,13,-0.04,0
CMP1004,Spring Campaign 2024,TikTok,Carousel,5/8/2024,20:00,Product Launch,"Gen X (35-50, Mixed)",TRUE,35.07,3350,4842,207,87,12,1529.19,0.4,0.018,0.0618,10,10,38,0.34,0
CMP1004,Holiday Campaign 2024,LinkedIn,Image,5/17/2024,16:00,Product Launch,"Gen X (35-50, Mixed)",TRUE,1.19,3695,4908,347,202,35,3470.54,0.01,0.0412,0.0939,5,5,8,-0.41,0
CMP1004,Spring Campaign 2024,Instagram,Story,5/20/2024,18:30,Promotion,"Millennials (25-34, Suburban)",TRUE,13.21,2861,4545,118,70,12,723.65,0.19,0.0154,0.0412,2,2,20,-0.11,8
CMP1004,Back to School Campaign 2025,X,Story,5/22/2024,9:15,Product Launch,"Gen Z (18-24, Urban)",TRUE,22.66,1223,2005,92,41,3,138.25,0.55,0.0204,0.0752,10,0,21,0.07,87
CMP1004,Holiday Campaign 2025,Facebook,Video,5/18/2024,14:00,Promotion,"Professionals (25-54, B2B)",FALSE,10.64,7905,9858,817,418,72,4261.74,0.03,0.0424,0.1034,0,0,39,0.05,42
CMP1004,Summer Campaign 2025,X,Image,5/5/2024,22:45,User Testimonial,"Professionals (25-54, B2B)",TRUE,16.56,1145,1721,68,43,4,422.72,0.39,0.025,0.0594,0,8,15,0.97,0
CMP1004,Fall Campaign 2024,Facebook,Reel,5/28/2024,16:45,Lifestyle,"Gen Z (18-24, Urban)",TRUE,7.9,3361,4249,376,116,11,1193.71,0.07,0.0273,0.1119,0,6,39,0.23,80
CMP1004,Holiday Campaign 2025,LinkedIn,Story,5/7/2024,15:15,Behind-the-Scenes,"Gen Z (18-24, Urban)",TRUE,110.38,15776,18583,371,218,42,3661.72,0.51,0.0117,0.0235,14,7,16,-0.59,64
CMP1004,Back to School Campaign 2025,TikTok,Reel,5/20/2024,17:30,Lifestyle,"Gen Z (18-24, Urban)",TRUE,116.25,10447,11798,1078,703,73,7250.36,0.17,0.0596,0.1032,14,2,10,0.35,65
CMP1004,Summer Campaign 2024,TikTok,Carousel,5/28/2024,6:30,User Testimonial,"Gen X (35-50, Mixed)",TRUE,22.91,2031,2722,176,98,9,204.77,0.23,0.036,0.0867,3,0,34,0.08,0
CMP1004,Summer Campaign 2024,Facebook,Video,5/3/2024,13:00,User Testimonial,"Millennials (25-34, Suburban)",FALSE,4.42,2149,2516,83,45,7,276.85,0.1,0.0179,0.0386,3,8,24,0.26,63
CMP1004,Back to School Campaign 2024,X,Story,5/18/2024,15:00,Lifestyle,"Gen X (35-50, Mixed)",FALSE,4.27,2342,3693,272,189,15,670.71,0.02,0.0512,0.1161,4,5,29,0.6,119
CMP1004,Back to School Campaign 2025,TikTok,Video,5/15/2024,10:15,Lifestyle,"Gen Z (18-24, Urban)",TRUE,24.95,3034,4426,142,52,10,392.9,0.48,0.0117,0.0468,7,5,12,0.26,50
CMP1004,Spring Campaign 2024,Facebook,Reel,5/22/2024,12:45,Behind-the-Scenes,"Professionals (25-54, B2B)",FALSE,1.39,465,538,41,20,2,39.71,0.07,0.0372,0.0882,11,5,29,0.37,114
CMP1004,Back to School Campaign 2024,Instagram,Video,5/10/2024,17:15,Promotion,"Parents (30-45, Suburban)",FALSE,4.08,2867,4629,172,103,12,1723.05,0.04,0.0223,0.06,8,10,40,0.7,25
CMP1004,Fall Campaign 2025,Facebook,Reel,5/15/2024,22:15,Promotion,"Gen X (35-50, Mixed)",TRUE,6.81,6058,8081,565,244,15,896.33,0.03,0.0302,0.0933,5,2,27,-0.56,81
CMP1004,Fall Campaign 2024,Instagram,Image,5/25/2024,14:45,Promotion,"Parents (30-45, Suburban)",TRUE,33.35,1897,2850,169,117,22,2390.75,0.29,0.0411,0.0891,2,8,19,0.42,0
CMP1004,Fall Campaign 2025,Instagram,Story,5/13/2024,14:15,Behind-the-Scenes,"Millennials (25-34, Suburban)",TRUE,40.68,6223,10152,544,255,36,3243.95,0.16,0.0251,0.0874,12,4,40,-0.28,101
CMP1004,Spring Campaign 2025,TikTok,Carousel,5/27/2024,20:30,User Testimonial,"Professionals (25-54, B2B)",TRUE,31.49,6777,8829,447,165,20,415.79,0.19,0.0187,0.066,10,9,37,0.49,0
CMP1004,Fall Campaign 2024,Facebook,Story,5/18/2024,21:15,User Testimonial,"Professionals (25-54, B2B)",FALSE,13.73,7018,9227,268,123,6,462.02,0.11,0.0133,0.0382,3,10,33,-0.19,18
CMP1004,Summer Campaign 2024,Facebook,Story,5/18/2024,23:15,Promotion,"Gen X (35-50, Mixed)",TRUE,55,8064,9689,621,284,27,375.76,0.19,0.0293,0.077,14,4,25,0.37,63
CMP1004,Summer Campaign 2025,TikTok,Carousel,5/28/2024,7:45,Promotion,"Gen Z (18-24, Urban)",TRUE,52.99,5413,7220,348,236,15,777.78,0.22,0.0327,0.0643,12,10,11,0.37,0
CMP1004,Summer Campaign 2025,Facebook,Carousel,5/12/2024,11:00,Lifestyle,"Millennials (25-34, Suburban)",TRUE,11.73,4686,6970,190,123,14,780.25,0.1,0.0176,0.0405,11,10,27,-0.47,0
CMP1004,Summer Campaign 2025,X,Video,5/24/2024,7:45,Promotion,"Parents (30-45, Suburban)",FALSE,9.83,3351,5142,128,70,4,549.67,0.14,0.0136,0.0382,13,5,45,0.51,10
CMP1004,Back to School Campaign 2024,TikTok,Reel,5/19/2024,15:00,User Testimonial,"Gen Z (18-24, Urban)",TRUE,24.09,8388,10528,942,569,106,11564.85,0.04,0.054,0.1123,8,7,32,0.53,106
CMP1004,Fall Campaign 2024,TikTok,Image,5/8/2024,20:30,Lifestyle,"Millennials (25-34, Suburban)",TRUE,3.59,1660,2408,81,48,5,593.63,0.07,0.0199,0.0488,2,4,14,0.41,0
CMP1004,Holiday Campaign 2024,X,Carousel,5/22/2024,22:45,Promotion,"Gen Z (18-24, Urban)",TRUE,46.59,6904,11218,344,111,20,708.15,0.42,0.0099,0.0498,3,6,20,-0.29,0
CMP1004,Spring Campaign 2025,X,Image,5/26/2024,11:00,Behind-the-Scenes,"Parents (30-45, Suburban)",TRUE,1.72,5886,6857,442,244,41,2061.82,0.01,0.0356,0.0751,7,3,37,0.51,0
CMP1004,Summer Campaign 2025,LinkedIn,Carousel,5/23/2024,14:00,Lifestyle,"Professionals (25-54, B2B)",FALSE,11.17,7001,8409,714,264,42,1768.94,0.04,0.0314,0.102,9,8,48,0.22,0
CMP1004,Spring Campaign 2024,X,Video,5/10/2024,19:15,User Testimonial,"Millennials (25-34, Suburban)",TRUE,45.05,7866,12193,164,68,7,445.89,0.66,0.0056,0.0208,1,3,10,0.13,120
CMP1004,Spring Campaign 2024,TikTok,Carousel,5/26/2024,18:45,Behind-the-Scenes,"Gen Z (18-24, Urban)",TRUE,260.09,13630,22478,1374,888,116,5125.11,0.29,0.0395,0.1008,15,8,10,0.53,0
CMP1004,Back to School Campaign 2024,Facebook,Carousel,5/22/2024,15:30,Behind-the-Scenes,"Gen Z (18-24, Urban)",TRUE,9.49,7707,10436,755,526,69,1658.09,0.02,0.0504,0.098,8,4,46,0.38,0
CMP1004,Fall Campaign 2025,Instagram,Story,5/13/2024,14:15,User Testimonial,"Millennials (25-34, Suburban)",TRUE,158.33,8072,10181,907,630,64,7567.62,0.25,0.0619,0.1124,11,10,40,-0.52,15
CMP1005,Fall Campaign 2024,Facebook,Story,6/5/2024,12:30,Product Launch,"Professionals (25-54, B2B)",TRUE,8.17,5594,6808,217,128,9,732,0.06,0.0188,0.0388,9,0,49,-0.17,51
CMP1005,Summer Campaign 2025,Instagram,Carousel,6/1/2024,14:15,Product Launch,"Professionals (25-54, B2B)",TRUE,9.64,1563,2560,71,40,5,360.6,0.24,0.0156,0.0454,9,6,48,-0.42,0
CMP1005,Holiday Campaign 2025,X,Reel,6/28/2024,23:00,User Testimonial,"Professionals (25-54, B2B)",FALSE,11.24,6199,10078,357,204,17,1943.38,0.06,0.0202,0.0576,10,5,40,0.96,83
CMP1005,Holiday Campaign 2024,TikTok,Story,6/3/2024,19:00,Promotion,"Millennials (25-34, Suburban)",TRUE,62.78,7527,9392,519,214,14,671.44,0.29,0.0228,0.069,11,8,22,-0.09,93
CMP1005,Back to School Campaign 2025,LinkedIn,Image,6/12/2024,23:15,Product Launch,"Parents (30-45, Suburban)",TRUE,35.75,1275,1889,139,50,5,704.29,0.71,0.0265,0.109,15,5,23,0.45,0
CMP1005,Holiday Campaign 2024,TikTok,Carousel,6/13/2024,9:30,Lifestyle,"Professionals (25-54, B2B)",TRUE,34.95,7912,11359,642,270,13,744.98,0.13,0.0238,0.0811,6,2,32,0.02,0
CMP1005,Fall Campaign 2025,Instagram,Carousel,6/16/2024,21:15,User Testimonial,"Millennials (25-34, Suburban)",TRUE,18.23,6683,10346,185,105,17,2259.33,0.17,0.0101,0.0277,5,1,31,0.19,0
CMP1005,Spring Campaign 2024,X,Story,6/27/2024,10:15,Lifestyle,"Gen Z (18-24, Urban)",FALSE,4.76,5849,7448,163,110,20,781.29,0.04,0.0148,0.0279,1,6,41,-0.51,19
CMP1005,Spring Campaign 2025,TikTok,Reel,6/22/2024,19:00,Behind-the-Scenes,"Gen X (35-50, Mixed)",TRUE,8.57,3739,5184,325,224,27,613.02,0.04,0.0432,0.0869,6,7,30,0.43,56
CMP1005,Summer Campaign 2025,X,Carousel,6/10/2024,10:30,Behind-the-Scenes,"Gen Z (18-24, Urban)",TRUE,23.44,6633,10935,639,342,18,1569.74,0.07,0.0313,0.0963,14,1,6,-0.18,0
CMP1005,Summer Campaign 2025,LinkedIn,Story,6/3/2024,19:30,Product Launch,"Gen X (35-50, Mixed)",TRUE,22.82,9860,10956,439,204,38,3432.26,0.11,0.0186,0.0445,8,6,18,0.32,81
CMP1005,Spring Campaign 2025,X,Story,6/16/2024,8:15,Lifestyle,"Parents (30-45, Suburban)",TRUE,97.12,8677,13932,486,237,18,552.47,0.41,0.017,0.056,12,0,48,-0.17,64
CMP1005,Spring Campaign 2024,Facebook,Image,6/3/2024,17:45,Product Launch,"Gen Z (18-24, Urban)",TRUE,2.89,5675,6825,593,335,55,4369.13,0.01,0.0491,0.1045,11,7,46,0.33,0
CMP1005,Fall Campaign 2024,Instagram,Reel,6/26/2024,19:00,Behind-the-Scenes,"Professionals (25-54, B2B)",TRUE,1.37,1274,1899,72,23,4,591.09,0.06,0.0121,0.0565,13,0,42,0.9,111
CMP1005,Holiday Campaign 2025,TikTok,Video,6/10/2024,16:45,Behind-the-Scenes,"Millennials (25-34, Suburban)",TRUE,19.05,5740,7250,365,205,36,5035.33,0.09,0.0283,0.0636,11,3,19,0.13,31
CMP1005,Fall Campaign 2025,Facebook,Carousel,6/3/2024,7:15,Behind-the-Scenes,"Gen Z (18-24, Urban)",TRUE,0.17,724,1083,30,16,2,115.48,0.01,0.0148,0.0414,6,0,28,0.7,0
CMP1005,Fall Campaign 2024,Facebook,Video,6/25/2024,10:00,Promotion,"Gen Z (18-24, Urban)",FALSE,0.13,983,1609,25,12,0,0,0.01,0.0075,0.0254,11,4,36,-0.14,68
CMP1005,Holiday Campaign 2025,Instagram,Video,6/24/2024,23:45,Behind-the-Scenes,"Parents (30-45, Suburban)",FALSE,0.37,741,917,57,30,5,330.04,0.01,0.0327,0.0769,13,2,23,-0.4,110
CMP1005,Back to School Campaign 2025,X,Carousel,6/3/2024,19:30,Promotion,"Millennials (25-34, Suburban)",TRUE,217.27,15390,18020,1489,771,127,1899.25,0.28,0.0428,0.0968,5,10,13,-0.81,0
CMP1005,Summer Campaign 2024,Instagram,Image,6/26/2024,21:30,Promotion,"Professionals (25-54, B2B)",TRUE,37.2,9548,11355,346,146,12,1378.33,0.25,0.0129,0.0362,8,6,24,-0.95,0
CMP1005,Fall Campaign 2025,TikTok,Story,6/24/2024,9:00,Product Launch,"Parents (30-45, Suburban)",FALSE,2.76,264,386,30,14,2,82.64,0.2,0.0363,0.1136,9,6,20,0.22,38
CMP1005,Spring Campaign 2024,Instagram,Reel,6/28/2024,10:30,Behind-the-Scenes,"Gen Z (18-24, Urban)",FALSE,15.82,6136,8330,659,427,68,1145.86,0.04,0.0513,0.1074,14,4,16,0.75,84
CMP1005,Fall Campaign 2024,LinkedIn,Reel,6/25/2024,21:30,Product Launch,"Millennials (25-34, Suburban)",TRUE,140.68,12100,14238,717,319,42,2029.5,0.44,0.0224,0.0593,12,10,13,-0.32,99
CMP1005,Holiday Campaign 2025,TikTok,Story,6/21/2024,15:30,User Testimonial,"Parents (30-45, Suburban)",FALSE,7.6,3246,5357,129,82,5,353.69,0.09,0.0153,0.0397,12,4,36,0.22,120
CMP1005,Back to School Campaign 2024,Facebook,Reel,6/25/2024,12:00,Behind-the-Scenes,"Gen X (35-50, Mixed)",FALSE,0.28,4932,7954,591,337,48,1802.67,0,0.0424,0.1198,5,1,31,1,44
CMP1005,Fall Campaign 2025,TikTok,Story,6/18/2024,11:30,Behind-the-Scenes,"Gen Z (18-24, Urban)",TRUE,64.71,10717,12502,1249,834,130,8090.58,0.08,0.0667,0.1165,0,3,46,-0.27,82
CMP1005,Fall Campaign 2024,Instagram,Story,6/17/2024,13:15,Lifestyle,"Professionals (25-54, B2B)",FALSE,15.64,4124,6278,248,160,8,471.04,0.1,0.0255,0.0601,11,10,5,0.4,66
CMP1005,Summer Campaign 2025,Facebook,Video,6/17/2024,12:15,Product Launch,"Professionals (25-54, B2B)",FALSE,23.07,4946,6831,112,49,9,291.26,0.47,0.0072,0.0226,7,6,24,0.56,107
CMP1005,Summer Campaign 2025,Facebook,Video,6/22/2024,14:30,Lifestyle,"Gen X (35-50, Mixed)",FALSE,4.85,3976,4713,451,218,16,713.16,0.02,0.0463,0.1134,7,8,22,0.44,59
CMP1005,Fall Campaign 2024,X,Carousel,6/22/2024,15:30,Promotion,"Gen X (35-50, Mixed)",TRUE,8.4,3985,5712,322,119,13,1776.5,0.07,0.0208,0.0808,14,2,42,0.26,0
CMP1005,Summer Campaign 2024,TikTok,Video,6/4/2024,6:30,Lifestyle,"Professionals (25-54, B2B)",TRUE,52.95,6859,10342,478,155,9,232.93,0.34,0.015,0.0697,12,0,34,0.61,54
CMP1005,Back to School Campaign 2025,TikTok,Image,6/28/2024,6:15,User Testimonial,"Millennials (25-34, Suburban)",TRUE,30.97,5455,7094,452,159,21,2915.41,0.19,0.0224,0.0829,5,5,49,1,0
CMP1005,Holiday Campaign 2024,X,Image,6/23/2024,20:30,Product Launch,"Millennials (25-34, Suburban)",TRUE,17.87,5553,9171,503,256,21,2432.94,0.07,0.0279,0.0906,11,10,29,-0.16,0
CMP1005,Spring Campaign 2024,Instagram,Carousel,6/11/2024,23:15,Lifestyle,"Gen X (35-50, Mixed)",TRUE,160.13,17982,20192,1029,555,76,1357.81,0.29,0.0275,0.0572,9,0,42,-0.43,0
CMP1005,Holiday Campaign 2024,LinkedIn,Video,6/25/2024,9:15,Product Launch,"Millennials (25-34, Suburban)",TRUE,117.28,6858,10256,165,66,7,856.3,1.78,0.0064,0.0241,10,1,10,-0.07,44
CMP1005,Fall Campaign 2024,X,Reel,6/12/2024,23:15,Behind-the-Scenes,"Gen Z (18-24, Urban)",TRUE,45,6738,10790,472,180,20,2048.86,0.25,0.0167,0.0701,3,9,18,0.58,93
CMP1005,Holiday Campaign 2024,Facebook,Reel,6/7/2024,10:15,User Testimonial,"Parents (30-45, Suburban)",TRUE,40.02,5134,7005,342,155,12,208.24,0.26,0.0221,0.0666,2,6,24,0.25,100
CMP1005,Fall Campaign 2024,X,Carousel,6/10/2024,9:15,Promotion,"Gen X (35-50, Mixed)",TRUE,74.75,3973,5401,88,37,4,148.28,2.02,0.0069,0.0221,1,2,22,0.06,0
CMP1005,Spring Campaign 2025,Facebook,Video,6/28/2024,22:30,Promotion,"Gen X (35-50, Mixed)",FALSE,4.93,3154,4248,134,91,10,1389.71,0.05,0.0214,0.0425,14,7,11,0.83,55
CMP1005,Back to School Campaign 2025,LinkedIn,Reel,6/28/2024,20:45,Promotion,"Millennials (25-34, Suburban)",TRUE,38.4,7346,9685,652,350,66,8058.04,0.11,0.0361,0.0888,2,8,47,-0.21,37
CMP1005,Summer Campaign 2024,LinkedIn,Reel,6/21/2024,19:30,Lifestyle,"Professionals (25-54, B2B)",FALSE,2.98,6682,8836,693,444,64,4367.37,0.01,0.0502,0.1037,1,3,15,-0.17,22
CMP1005,Spring Campaign 2024,X,Carousel,6/13/2024,21:45,Promotion,"Millennials (25-34, Suburban)",TRUE,130.85,8350,10689,748,314,43,1090.94,0.42,0.0294,0.0896,5,8,40,-0.18,0
CMP1005,Holiday Campaign 2025,X,Video,6/22/2024,18:30,Behind-the-Scenes,"Parents (30-45, Suburban)",TRUE,3.17,3873,5859,88,37,6,493.45,0.09,0.0063,0.0227,4,6,39,-0.11,13
CMP1005,Fall Campaign 2025,X,Carousel,6/21/2024,23:45,Product Launch,"Parents (30-45, Suburban)",TRUE,161.35,12041,14809,1148,557,46,1167.15,0.29,0.0376,0.0953,4,8,24,-0.23,0
CMP1005,Holiday Campaign 2025,Facebook,Carousel,6/10/2024,14:30,Behind-the-Scenes,"Millennials (25-34, Suburban)",TRUE,50.75,4845,5676,401,207,29,4031,0.25,0.0365,0.0828,13,4,21,0.49,0
CMP1005,Back to School Campaign 2025,X,Carousel,6/27/2024,23:00,User Testimonial,"Parents (30-45, Suburban)",TRUE,6.13,3626,4769,80,37,7,857.61,0.17,0.0078,0.0221,10,7,5,-0.97,0
CMP1005,Fall Campaign 2025,X,Video,6/14/2024,23:15,Lifestyle,"Gen Z (18-24, Urban)",FALSE,11.64,6738,9867,191,89,12,1650.98,0.13,0.009,0.0283,13,5,47,-1,25
CMP1005,Summer Campaign 2025,LinkedIn,Story,6/23/2024,7:15,User Testimonial,"Millennials (25-34, Suburban)",FALSE,4.96,637,849,39,12,2,52.32,0.41,0.0141,0.0612,1,3,28,0.65,116
CMP1005,Summer Campaign 2024,TikTok,Video,6/11/2024,12:45,Promotion,"Gen X (35-50, Mixed)",TRUE,13.26,3075,4136,327,150,23,2178.42,0.09,0.0363,0.1063,9,3,42,0.13,95
CMP1005,Back to School Campaign 2025,TikTok,Video,6/20/2024,10:15,Promotion,"Gen X (35-50, Mixed)",TRUE,12.96,3693,5871,102,57,6,148.85,0.23,0.0097,0.0276,12,6,10,-0.1,17
CMP1005,Spring Campaign 2024,Facebook,Story,6/9/2024,23:30,Lifestyle,"Millennials (25-34, Suburban)",TRUE,3.85,3662,4278,393,241,21,1006.59,0.02,0.0563,0.1073,11,2,37,0.01,61
CMP1005,Back to School Campaign 2025,TikTok,Story,6/21/2024,8:15,Promotion,"Millennials (25-34, Suburban)",FALSE,0.51,794,997,91,51,10,935.34,0.01,0.0512,0.1146,4,3,48,0.75,85
CMP1005,Fall Campaign 2024,X,Story,6/10/2024,16:45,Lifestyle,"Professionals (25-54, B2B)",FALSE,3.83,3589,4715,384,175,11,1383.09,0.02,0.0371,0.107,3,4,23,0.47,115
CMP1005,Back to School Campaign 2024,LinkedIn,Image,6/11/2024,19:00,Lifestyle,"Parents (30-45, Suburban)",TRUE,103.85,12145,14127,1234,703,127,13986.46,0.15,0.0498,0.1016,8,10,47,-0.72,0
CMP1005,Back to School Campaign 2024,X,Video,6/5/2024,13:45,Product Launch,"Millennials (25-34, Suburban)",TRUE,20.71,7468,9987,752,252,29,1611.61,0.08,0.0252,0.1007,4,3,34,-0.04,73
CMP1005,Summer Campaign 2025,LinkedIn,Carousel,6/9/2024,7:00,User Testimonial,"Parents (30-45, Suburban)",TRUE,30.89,2897,4657,280,100,10,314.3,0.31,0.0215,0.0967,14,3,24,0.92,0
CMP1005,Holiday Campaign 2025,TikTok,Story,6/9/2024,23:00,Lifestyle,"Professionals (25-54, B2B)",TRUE,41.24,4347,5154,507,211,37,3679.4,0.2,0.0409,0.1166,7,7,42,1,72
CMP1005,Back to School Campaign 2024,Instagram,Video,6/6/2024,8:30,Promotion,"Parents (30-45, Suburban)",FALSE,1.87,8410,9405,294,153,25,1090.88,0.01,0.0163,0.035,5,0,6,0.2,29
CMP1005,Summer Campaign 2025,Facebook,Reel,6/1/2024,21:15,Behind-the-Scenes,"Professionals (25-54, B2B)",TRUE,38.71,7870,11379,182,63,10,187.71,0.61,0.0055,0.0231,12,6,32,-0.23,14
CMP1005,Fall Campaign 2024,TikTok,Story,6/16/2024,8:15,User Testimonial,"Parents (30-45, Suburban)",FALSE,2.27,4872,6308,234,144,23,2818.18,0.02,0.0228,0.048,12,2,10,0.5,89
CMP1005,Holiday Campaign 2024,X,Carousel,6/12/2024,16:00,User Testimonial,"Gen X (35-50, Mixed)",TRUE,105.81,14278,15884,1327,418,34,556.98,0.25,0.0263,0.0929,12,4,6,0.34,0
CMP1005,Spring Campaign 2024,Facebook,Story,6/11/2024,17:30,Product Launch,"Millennials (25-34, Suburban)",TRUE,99.02,11771,14721,826,284,45,468.68,0.35,0.0193,0.0702,14,4,44,0.42,49
CMP1005,Back to School Campaign 2024,LinkedIn,Video,6/18/2024,17:00,Promotion,"Millennials (25-34, Suburban)",FALSE,12.14,3297,3718,75,40,7,382.3,0.3,0.0108,0.0227,9,10,34,-0.1,93
CMP1005,Spring Campaign 2025,LinkedIn,Image,6/20/2024,10:30,Lifestyle,"Parents (30-45, Suburban)",TRUE,55.76,7726,9579,206,130,11,1141.64,0.43,0.0136,0.0267,8,7,50,-0.39,0
CMP1005,Holiday Campaign 2025,TikTok,Video,6/18/2024,15:30,Lifestyle,"Gen Z (18-24, Urban)",TRUE,136.54,5599,8880,319,106,10,823.09,1.29,0.0119,0.057,15,10,14,-0.05,98
CMP1005,Back to School Campaign 2024,TikTok,Carousel,6/12/2024,7:45,Promotion,"Gen Z (18-24, Urban)",TRUE,29.59,7133,8305,635,286,22,1118.91,0.1,0.0344,0.089,4,9,39,-0.36,0
CMP1005,Spring Campaign 2024,X,Carousel,6/15/2024,20:15,Behind-the-Scenes,"Parents (30-45, Suburban)",FALSE,1.82,1423,2003,143,59,4,432.34,0.03,0.0295,0.1005,12,6,40,0.15,0
CMP1005,Summer Campaign 2025,X,Image,6/10/2024,8:15,Promotion,"Gen X (35-50, Mixed)",FALSE,2.15,4261,4937,487,305,42,4406.91,0.01,0.0618,0.1143,8,7,5,0.55,0
CMP1005,Summer Campaign 2025,LinkedIn,Image,6/1/2024,14:00,Product Launch,"Gen Z (18-24, Urban)",TRUE,7.29,5630,8394,371,138,16,284.93,0.05,0.0164,0.0659,15,1,26,0.21,0
CMP1005,Fall Campaign 2025,Facebook,Reel,6/16/2024,17:00,Promotion,"Millennials (25-34, Suburban)",TRUE,93.14,6644,10066,700,435,56,846.69,0.21,0.0432,0.1054,10,7,31,0.22,93
CMP1005,Spring Campaign 2025,TikTok,Video,6/13/2024,14:15,Lifestyle,"Gen X (35-50, Mixed)",TRUE,146.39,9187,11142,1024,345,47,639.29,0.42,0.031,0.1115,12,10,40,1,101
CMP1005,Fall Campaign 2024,LinkedIn,Reel,6/7/2024,11:00,Behind-the-Scenes,"Parents (30-45, Suburban)",TRUE,62.66,3528,5776,226,112,20,428.06,0.56,0.0194,0.0641,12,0,45,-0.19,93
CMP1005,Back to School Campaign 2024,Facebook,Image,6/5/2024,15:30,Product Launch,"Millennials (25-34, Suburban)",TRUE,1.55,4286,6562,302,154,19,2668.66,0.01,0.0235,0.0705,7,1,11,0.2,0
CMP1005,Spring Campaign 2025,LinkedIn,Video,6/21/2024,15:00,Promotion,"Parents (30-45, Suburban)",TRUE,9.61,3233,4213,73,44,4,302.75,0.22,0.0104,0.0226,15,9,25,0.51,95
CMP1005,Fall Campaign 2024,Facebook,Video,6/11/2024,6:15,Lifestyle,"Gen X (35-50, Mixed)",FALSE,1.9,2805,3812,256,131,19,1392.58,0.01,0.0344,0.0913,6,0,25,0.39,22
CMP1005,Back to School Campaign 2025,TikTok,Video,6/3/2024,22:30,Product Launch,"Millennials (25-34, Suburban)",FALSE,0.71,4005,4573,357,182,19,2403.69,0,0.0398,0.0891,12,7,20,0.02,72
CMP1005,Holiday Campaign 2024,LinkedIn,Image,6/2/2024,13:15,Behind-the-Scenes,"Millennials (25-34, Suburban)",TRUE,123.04,7359,9692,246,146,10,351.86,0.84,0.0151,0.0334,4,6,21,-0.1,0
CMP1005,Fall Campaign 2025,TikTok,Reel,6/22/2024,15:15,Behind-the-Scenes,"Millennials (25-34, Suburban)",TRUE,92.48,5735,8577,641,434,56,5166.4,0.21,0.0506,0.1118,5,10,21,0.87,118
CMP1005,Fall Campaign 2024,LinkedIn,Reel,6/26/2024,18:15,User Testimonial,"Parents (30-45, Suburban)",FALSE,2.33,6601,10028,732,278,19,828.29,0.01,0.0277,0.1109,0,10,5,0.03,25
CMP1005,Holiday Campaign 2024,Facebook,Image,6/9/2024,8:45,Promotion,"Gen X (35-50, Mixed)",FALSE,6.21,6060,8973,184,64,7,376.89,0.1,0.0071,0.0304,10,1,12,-0.52,0
CMP1005,Holiday Campaign 2025,TikTok,Image,6/18/2024,14:45,Promotion,"Gen Z (18-24, Urban)",FALSE,13.97,6939,9613,169,81,13,1549.83,0.17,0.0084,0.0244,3,1,25,-0.19,0
CMP1005,Spring Campaign 2025,LinkedIn,Reel,6/4/2024,7:15,Promotion,"Professionals (25-54, B2B)",TRUE,78.4,9776,12440,564,205,23,2012.38,0.38,0.0165,0.0577,1,1,20,-1,104
CMP1005,Summer Campaign 2025,X,Story,6/1/2024,6:00,Promotion,"Millennials (25-34, Suburban)",FALSE,3.91,2512,3575,228,102,6,180.91,0.04,0.0285,0.0908,9,4,14,0.14,12
CMP1005,Fall Campaign 2025,X,Video,6/3/2024,22:30,Promotion,"Gen X (35-50, Mixed)",TRUE,14.72,1846,2524,202,108,12,1680.26,0.14,0.0428,0.1094,3,7,43,-0.74,23
CMP1005,Fall Campaign 2024,LinkedIn,Video,6/8/2024,17:15,User Testimonial,"Gen Z (18-24, Urban)",TRUE,114.54,13032,15205,279,147,22,2264.21,0.78,0.0097,0.0214,9,1,7,0.46,60
CMP1005,Holiday Campaign 2024,X,Carousel,6/19/2024,21:30,User Testimonial,"Gen Z (18-24, Urban)",TRUE,25.18,3225,5108,359,122,23,2085,0.21,0.0239,0.1113,2,7,5,-0.58,0
CMP1005,Summer Campaign 2024,Facebook,Carousel,6/11/2024,19:45,User Testimonial,"Professionals (25-54, B2B)",FALSE,5.72,2735,3083,132,65,5,397.83,0.09,0.0211,0.0483,9,4,8,0.06,0
CMP1005,Back to School Campaign 2025,X,Image,6/21/2024,17:15,Product Launch,"Gen Z (18-24, Urban)",TRUE,23.51,7465,11685,382,240,25,1262.07,0.1,0.0205,0.0512,10,0,24,0.22,0
